,5.000000,57.000000
1357,32.16,35.0
1358,32.18,44.0
1359,32.2,40.0
1360,32.22,40.0
1361,32.24,37.0
1362,32.26,31.0
1363,32.28,34.0
1364,32.3,41.0
1365,32.32,21.0
1366,32.34,43.0
1367,32.36,42.0
1368,32.38,24.0
1369,32.4,27.0
1370,32.42,33.0
1371,32.44,33.0
1372,32.46,41.0
1373,32.48,22.0
1374,32.5,39.0
1375,32.52,33.0
1376,32.54,44.0
1377,32.56,39.0
1378,32.58,34.0
1379,32.6,30.0
1380,32.62,30.0
1381,32.64,32.0
1382,32.66,40.0
1383,32.68,28.0
1384,32.7,28.0
1385,32.72,23.0
1386,32.74,32.0
1387,32.76,39.0
1388,32.78,24.0
1389,32.8,39.0
1390,32.82,30.0
1391,32.84,32.0
1392,32.86,19.0
1393,32.88,35.0
1394,32.9,29.0
1395,32.92,37.0
1396,32.94,26.0
1397,32.96,33.0
1398,32.98,29.0
1399,33.0,38.0
1400,33.02,30.0
1401,33.04,29.0
1402,33.06,28.0
1403,33.08,29.0
1404,33.1,28.0
1405,33.12,31.0
1406,33.14,26.0
1407,33.16,29.0
1408,33.18,26.0
1409,33.2,30.0
1410,33.22,24.0
1411,33.24,32.0
1412,33.26,24.0
1413,33.28,27.0
1414,33.3,26.0
1415,33.32,38.0
1416,33.34,24.0
1417,33.36,21.0
1418,33.38,30.0
1419,33.4,23.0
1420,33.42,24.0
1421,33.44,22.0
1422,33.46,30.0
1423,33.48,22.0
1424,33.5,35.0
1425,33.52,20.0
1426,33.54,26.0
1427,33.56,22.0
1428,33.58,31.0
1429,33.6,30.0
1430,33.62,27.0
1431,33.64,31.0
1432,33.66,18.0
1433,33.68,29.0
1434,33.7,29.0
1435,33.72,32.0
1436,33.74,21.0
1437,33.76,29.0
1438,33.78,21.0
1439,33.8,24.0
1440,33.82,26.0
1441,33.84,16.0
1442,33.86,28.0
1443,33.88,36.0
1444,33.9,29.0
1445,33.92,27.0
1446,33.94,38.0
1447,33.96,38.0
1448,33.98,24.0
1449,34.0,26.0
1450,34.02,28.0
1451,34.04,33.0
1452,34.06,26.0
1453,34.08,27.0
1454,34.1,28.0
1455,34.12,36.0
1456,34.14,33.0
1457,34.16,35.0
1458,34.18,25.0
1459,34.2,33.0
1460,34.22,35.0
1461,34.24,27.0
1462,34.26,21.0
1463,34.28,20.0
1464,34.3,22.0
1465,34.32,27.0
1466,34.34,29.0
1467,34.36,28.0
1468,34.38,23.0
1469,34.4,30.0
1470,34.42,25.0
1471,34.44,28.0
1472,34.46,24.0
1473,34.48,18.0
1474,34.5,28.0
1475,34.52,34.0
1476,34.54,34.0
1477,34.56,35.0
1478,34.58,31.0
1479,34.6,32.0
1480,34.62,30.0
1481,34.64,23.0
1482,34.66,23.0
1483,34.68,23.0
1484,34.7,24.0
1485,34.72,22.0
1486,34.74,15.0
1487,34.76,25.0
1488,34.78,26.0
1489,34.8,13.0
1490,34.82,31.0
1491,34.84,29.0
1492,34.86,22.0
1493,34.88,27.0
1494,34.9,30.0
1495,34.92,30.0
1496,34.94,29.0
1497,34.96,27.0
1498,34.98,25.0
1499,35.0,35.0
1500,35.02,20.0
1501,35.04,22.0
1502,35.06,27.0
1503,35.08,30.0
1504,35.1,33.0
1505,35.12,27.0
1506,35.14,23.0
1507,35.16,32.0
1508,35.18,30.0
1509,35.2,21.0
1510,35.22,23.0
1511,35.24,21.0
1512,35.26,22.0
1513,35.28,19.0
1514,35.3,32.0
1515,35.32,19.0
1516,35.34,29.0
1517,35.36,24.0
1518,35.38,23.0
1519,35.4,32.0
1520,35.42,35.0
1521,35.44,21.0
1522,35.46,28.0
1523,35.48,30.0
1524,35.5,31.0
1525,35.52,40.0
1526,35.54,23.0
1527,35.56,26.0
1528,35.58,28.0
1529,35.6,30.0
1530,35.62,19.0
1531,35.64,27.0
1532,35.66,40.0
1533,35.68,23.0
1534,35.7,25.0
1535,35.72,26.0
1536,35.74,25.0
1537,35.76,30.0
1538,35.78,31.0
1539,35.8,18.0
1540,35.82,30.0
1541,35.84,17.0
1542,35.86,31.0
1543,35.88,25.0
1544,35.9,16.0
1545,35.92,23.0
1546,35.94,23.0
1547,35.96,23.0
1548,35.98,32.0
1549,36.0,35.0
1550,36.02,28.0
1551,36.04,26.0
1552,36.06,23.0
1553,36.08,20.0
1554,36.1,36.0
1555,36.12,17.0
1556,36.14,25.0
1557,36.16,30.0
1558,36.18,27.0
1559,36.2,26.0
1560,36.22,25.0
1561,36.24,29.0
1562,36.26,31.0
1563,36.28,28.0
1564,36.3,32.0
1565,36.32,37.0
1566,36.34,45.0
1567,36.36,52.0
1568,36.38,61.0
1569,36.4,54.0
1570,36.42,66.0
1571,36.44,110.0
1572,36.46,216.0
1573,36.48,427.0
1574,36.5,660.0
1575,36.52,639.0
1576,36.54,340.0
1577,36.56,244.0
1578,36.58,304.0
1579,36.6,346.0
1580,36.62,274.0
1581,36.64,149.0
1582,36.66,65.0
1583,36.68,54.0
1584,36.7,37.0
1585,36.72,48.0
1586,36.74,46.0
1587,36.76,33.0
1588,36.78,25.0
1589,36.8,28.0
1590,36.82,34.0
1591,36.84,31.0
1592,36.86,33.0
1593,36.88,29.0
1594,36.9,45.0
1595,36.92,32.0
1596,36.94,18.0
1597,36.96,28.0
1598,36.98,33.0
1599,37.0,30.0
1600,37.02,23.0
1601,37.04,30.0
1602,37.06,40.0
1603,37.08,30.0
1604,37.1,29.0
1605,37.12,24.0
1606,37.14,18.0
1607,37.16,27.0
1608,37.18,21.0
1609,37.2,28.0
1610,37.22,28.0
1611,37.24,32.0
1612,37.26,25.0
1613,37.28,30.0
1614,37.3,24.0
1615,37.32,23.0
1616,37.34,21.0
1617,37.36,20.0
1618,37.38,27.0
1619,37.4,22.0
1620,37.42,22.0
1621,37.44,18.0
1622,37.46,25.0
1623,37.48,18.0
1624,37.5,24.0
1625,37.52,26.0
1626,37.54,26.0
1627,37.56,28.0
1628,37.58,21.0
1629,37.6,30.0
1630,37.62,27.0
1631,37.64,24.0
1632,37.66,25.0
1633,37.68,33.0
1634,37.7,23.0
1635,37.72,21.0
1636,37.74,26.0
1637,37.76,23.0
1638,37.78,17.0
1639,37.8,21.0
1640,37.82,16.0
1641,37.84,18.0
1642,37.86,17.0
1643,37.88,29.0
1644,37.9,29.0
1645,37.92,30.0
1646,37.94,18.0
1647,37.96,28.0
1648,37.98,20.0
1649,38.0,25.0
1650,38.02,14.0
1651,38.04,27.0
1652,38.06,18.0
1653,38.08,23.0
1654,38.1,15.0
1655,38.12,28.0
1656,38.14,18.0
1657,38.16,20.0
1658,38.18,26.0
1659,38.2,16.0
1660,38.22,21.0
1661,38.24,32.0
1662,38.26,17.0
1663,38.28,17.0
1664,38.3,23.0
1665,38.32,19.0
1666,38.34,31.0
1667,38.36,13.0
1668,38.38,22.0
1669,38.4,25.0
1670,38.42,24.0
1671,38.44,25.0
1672,38.46,24.0
1673,38.48,18.0
1674,38.5,27.0
1675,38.52,24.0
1676,38.54,25.0
1677,38.56,20.0
1678,38.58,27.0
1679,38.6,18.0
1680,38.62,35.0
1681,38.64,16.0
1682,38.66,37.0
1683,38.68,23.0
1684,38.7,19.0
1685,38.72,18.0
1686,38.74,26.0
1687,38.76,17.0
1688,38.78,15.0
1689,38.8,25.0
1690,38.82,24.0
1691,38.84,12.0
1692,38.86,25.0
1693,38.88,32.0
1694,38.9,17.0
1695,38.92,23.0
1696,38.94,18.0
1697,38.96,18.0
1698,38.98,29.0
1699,39.0,21.0
1700,39.02,22.0
1701,39.04,30.0
1702,39.06,38.0
1703,39.08,17.0
1704,39.1,22.0
1705,39.12,27.0
1706,39.14,29.0
1707,39.16,24.0
1708,39.18,32.0
1709,39.2,34.0
1710,39.22,41.0
1711,39.24,35.0
1712,39.26,31.0
1713,39.28,29.0
1714,39.3,44.0
1715,39.32,49.0
1716,39.34,75.0
1717,39.36,133.0
1718,39.38,265.0
1719,39.4,435.0
1720,39.42,431.0
1721,39.44,365.0
1722,39.46,285.0
1723,39.48,205.0
1724,39.5,241.0
1725,39.52,244.0
1726,39.54,215.0
1727,39.56,147.0
1728,39.58,66.0
1729,39.6,50.0
1730,39.62,40.0
1731,39.64,38.0
1732,39.66,37.0
1733,39.68,44.0
1734,39.7,38.0
1735,39.72,28.0
1736,39.74,30.0
1737,39.76,32.0
1738,39.78,29.0
1739,39.8,33.0
1740,39.82,24.0
1741,39.84,25.0
1742,39.86,27.0
1743,39.88,29.0
1744,39.9,28.0
1745,39.92,34.0
1746,39.94,37.0
1747,39.96,28.0
1748,39.98,35.0
1749,40.0,30.0
1750,40.02,33.0
1751,40.04,35.0
1752,40.06,26.0
1753,40.08,34.0
1754,40.1,35.0
1755,40.12,28.0
1756,40.14,43.0
1757,40.16,41.0
1758,40.18,47.0
1759,40.2,71.0
1760,40.22,132.0
1761,40.24,234.0
1762,40.26,319.0
1763,40.28,225.0
1764,40.3,124.0
1765,40.32,106.0
1766,40.34,131.0
1767,40.36,141.0
1768,40.38,114.0
1769,40.4,68.0
1770,40.42,46.0
1771,40.44,44.0
1772,40.46,35.0
1773,40.48,24.0
1774,40.5,29.0
1775,40.52,29.0
1776,40.54,21.0
1777,40.56,16.0
1778,40.58,21.0
1779,40.6,20.0
1780,40.62,26.0
1781,40.64,23.0
1782,40.66,17.0
1783,40.68,20.0
1784,40.7,16.0
1785,40.72,37.0
1786,40.74,21.0
1787,40.76,19.0
1788,40.78,20.0
1789,40.8,21.0
1790,40.82,8.0
1791,40.84,23.0
1792,40.86,22.0
1793,40.88,22.0
1794,40.9,18.0
1795,40.92,21.0
1796,40.94,17.0
1797,40.96,22.0
1798,40.98,18.0
1799,41.0,17.0
1800,41.02,22.0
1801,41.04,21.0
1802,41.06,26.0
1803,41.08,18.0
1804,41.1,19.0
1805,41.12,15.0
1806,41.14,24.0
1807,41.16,20.0
1808,41.18,21.0
1809,41.2,24.0
1810,41.22,10.0
1811,41.24,23.0
1812,41.26,19.0
1813,41.28,18.0
1814,41.3,23.0
1815,41.32,25.0
1816,41.34,23.0
1817,41.36,16.0
1818,41.38,18.0
1819,41.4,16.0
1820,41.42,20.0
1821,41.44,22.0
1822,41.46,24.0
1823,41.48,27.0
1824,41.5,31.0
1825,41.52,20.0
1826,41.54,19.0
1827,41.56,28.0
1828,41.58,13.0
1829,41.6,19.0
1830,41.62,20.0
1831,41.64,23.0
1832,41.66,23.0
1833,41.68,24.0
1834,41.7,24.0
1835,41.72,17.0
1836,41.74,32.0
1837,41.76,26.0
1838,41.78,16.0
1839,41.8,28.0
1840,41.82,19.0
1841,41.84,36.0
1842,41.86,25.0
1843,41.88,21.0
1844,41.9,24.0
1845,41.92,27.0
1846,41.94,24.0
1847,41.96,26.0
1848,41.98,26.0
1849,42.0,31.0
1850,42.02,20.0
1851,42.04,21.0
1852,42.06,30.0
1853,42.08,40.0
1854,42.1,23.0
1855,42.12,41.0
1856,42.14,31.0
1857,42.16,35.0
1858,42.18,33.0
1859,42.2,48.0
1860,42.22,53.0
1861,42.24,36.0
1862,42.26,31.0
1863,42.28,42.0
1864,42.3,60.0
1865,42.32,65.0
1866,42.34,93.0
1867,42.36,146.0
1868,42.38,224.0
1869,42.4,278.0
1870,42.42,338.0
1871,42.44,267.0
1872,42.46,163.0
1873,42.48,149.0
1874,42.5,171.0
1875,42.52,209.0
1876,42.54,184.0
1877,42.56,103.0
1878,42.58,52.0
1879,42.6,37.0
1880,42.62,40.0
1881,42.64,34.0
1882,42.66,33.0
1883,42.68,39.0
1884,42.7,31.0
1885,42.72,29.0
1886,42.74,22.0
1887,42.76,29.0
1888,42.78,36.0
1889,42.8,24.0
1890,42.82,24.0
1891,42.84,23.0
1892,42.86,27.0
1893,42.88,23.0
1894,42.9,24.0
1895,42.92,26.0
1896,42.94,24.0
1897,42.96,30.0
1898,42.98,23.0
1899,43.0,18.0
1900,43.02,22.0
1901,43.04,26.0
1902,43.06,17.0
1903,43.08,22.0
1904,43.1,27.0
1905,43.12,25.0
1906,43.14,24.0
1907,43.16,25.0
1908,43.18,26.0
1909,43.2,23.0
1910,43.22,23.0
1911,43.24,21.0
1912,43.26,25.0
1913,43.28,34.0
1914,43.3,31.0
1915,43.32,29.0
1916,43.34,27.0
1917,43.36,22.0
1918,43.38,20.0
1919,43.4,32.0
1920,43.42,33.0
1921,43.44,30.0
1922,43.46,31.0
1923,43.48,32.0
1924,43.5,24.0
1925,43.52,30.0
1926,43.54,13.0
1927,43.56,29.0
1928,43.58,29.0
1929,43.6,33.0
1930,43.62,20.0
1931,43.64,23.0
1932,43.66,22.0
1933,43.68,17.0
1934,43.7,25.0
1935,43.72,28.0
1936,43.74,21.0
1937,43.76,29.0
1938,43.78,26.0
1939,43.8,26.0
1940,43.82,26.0
1941,43.84,35.0
1942,43.86,24.0
1943,43.88,20.0
1944,43.9,23.0
1945,43.92,30.0
1946,43.94,17.0
1947,43.96,17.0
1948,43.98,21.0
1949,44.0,25.0
1950,44.02,24.0
1951,44.04,33.0
1952,44.06,21.0
1953,44.08,32.0
1954,44.1,32.0
1955,44.12,19.0
1956,44.14,22.0
1957,44.16,33.0
1958,44.18,24.0
1959,44.2,24.0
1960,44.22,24.0
1961,44.24,26.0
1962,44.26,23.0
1963,44.28,28.0
1964,44.3,25.0
1965,44.32,25.0
1966,44.34,25.0
1967,44.36,20.0
1968,44.38,29.0
1969,44.4,27.0
1970,44.42,32.0
1971,44.44,22.0
1972,44.46,31.0
1973,44.48,23.0
1974,44.5,24.0
1975,44.52,25.0
1976,44.54,23.0
1977,44.56,31.0
1978,44.58,32.0
1979,44.6,29.0
1980,44.62,30.0
1981,44.64,19.0
1982,44.66,24.0
1983,44.68,34.0
1984,44.7,20.0
1985,44.72,22.0
1986,44.74,29.0
1987,44.76,21.0
1988,44.78,27.0
1989,44.8,27.0
1990,44.82,29.0
1991,44.84,29.0
1992,44.86,21.0
1993,44.88,24.0
1994,44.9,22.0
1995,44.92,25.0
1996,44.94,25.0
1997,44.96,22.0
1998,44.98,28.0
1999,45.0,32.0
2000,45.02,26.0
2001,45.04,37.0
2002,45.06,26.0
2003,45.08,22.0
2004,45.1,29.0
2005,45.12,33.0
2006,45.14,26.0
2007,45.16,34.0
2008,45.18,48.0
2009,45.2,29.0
2010,45.22,27.0
2011,45.24,39.0
2012,45.26,34.0
2013,45.28,29.0
2014,45.3,29.0
2015,45.32,39.0
2016,45.34,26.0
2017,45.36,33.0
2018,45.38,35.0
2019,45.4,20.0
2020,45.42,37.0
2021,45.44,26.0
2022,45.46,27.0
2023,45.48,32.0
2024,45.5,28.0
2025,45.52,38.0
2026,45.54,31.0
2027,45.56,36.0
2028,45.58,33.0
2029,45.6,48.0
2030,45.62,43.0
2031,45.64,50.0
2032,45.66,42.0
2033,45.68,89.0
2034,45.7,104.0
2035,45.72,156.0
2036,45.74,241.0
2037,45.76,308.0
2038,45.78,258.0
2039,45.8,152.0
2040,45.82,111.0
2041,45.84,104.0
2042,45.86,141.0
2043,45.88,178.0
2044,45.9,127.0
2045,45.92,91.0
2046,45.94,57.0
2047,45.96,47.0
2048,45.98,42.0
2049,46.0,29.0
2050,46.02,28.0
2051,46.04,24.0
2052,46.06,26.0
2053,46.08,28.0
2054,46.1,32.0
2055,46.12,29.0
2056,46.14,33.0
2057,46.16,28.0
2058,46.18,17.0
2059,46.2,23.0
2060,46.22,25.0
2061,46.24,21.0
2062,46.26,24.0
2063,46.28,28.0
2064,46.3,20.0
2065,46.32,20.0
2066,46.34,25.0
2067,46.36,27.0
2068,46.38,24.0
2069,46.4,22.0
2070,46.42,26.0
2071,46.44,19.0
2072,46.46,13.0
2073,46.48,18.0
2074,46.5,32.0
2075,46.52,31.0
2076,46.54,17.0
2077,46.56,23.0
2078,46.58,20.0
2079,46.6,23.0
2080,46.62,24.0
2081,46.64,21.0
2082,46.66,19.0
2083,46.68,18.0
2084,46.7,16.0
2085,46.72,31.0
2086,46.74,18.0
2087,46.76,21.0
2088,46.78,17.0
2089,46.8,21.0
2090,46.82,20.0
2091,46.84,23.0
2092,46.86,17.0
2093,46.88,12.0
2094,46.9,24.0
2095,46.92,23.0
2096,46.94,22.0
2097,46.96,17.0
2098,46.98,24.0
2099,47.0,24.0
2100,47.02,23.0
2101,47.04,14.0
2102,47.06,22.0
2103,47.08,17.0
2104,47.1,33.0
2105,47.12,16.0
2106,47.14,18.0
2107,47.16,29.0
2108,47.18,28.0
2109,47.2,28.0
2110,47.22,21.0
2111,47.24,25.0
2112,47.26,23.0
2113,47.28,20.0
2114,47.3,21.0
2115,47.32,13.0
2116,47.34,20.0
2117,47.36,17.0
2118,47.38,20.0
2119,47.4,32.0
2120,47.42,28.0
2121,47.44,25.0
2122,47.46,21.0
2123,47.48,25.0
2124,47.5,19.0
2125,47.52,23.0
2126,47.54,18.0
2127,47.56,24.0
2128,47.58,27.0
2129,47.6,25.0
2130,47.62,21.0
2131,47.64,29.0
2132,47.66,19.0
2133,47.68,20.0
2134,47.7,25.0
2135,47.72,14.0
2136,47.74,22.0
2137,47.76,24.0
2138,47.78,26.0
2139,47.8,18.0
2140,47.82,24.0
2141,47.84,28.0
2142,47.86,24.0
2143,47.88,26.0
2144,47.9,25.0
2145,47.92,20.0
2146,47.94,25.0
2147,47.96,19.0
2148,47.98,26.0
2149,48.0,18.0
2150,48.02,27.0
2151,48.04,23.0
2152,48.06,19.0
2153,48.08,20.0
2154,48.1,18.0
2155,48.12,22.0
2156,48.14,29.0
2157,48.16,20.0
2158,48.18,16.0
2159,48.2,17.0
2160,48.22,19.0
2161,48.24,29.0
2162,48.26,25.0
2163,48.28,17.0
2164,48.3,25.0
2165,48.32,27.0
2166,48.34,20.0
2167,48.36,33.0
2168,48.38,19.0
2169,48.4,27.0
2170,48.42,20.0
2171,48.44,17.0
2172,48.46,28.0
2173,48.48,19.0
2174,48.5,26.0
2175,48.52,24.0
2176,48.54,35.0
2177,48.56,23.0
2178,48.58,25.0
2179,48.6,29.0
2180,48.62,27.0
2181,48.64,26.0
2182,48.66,22.0
2183,48.68,28.0
2184,48.7,25.0
2185,48.72,25.0
2186,48.74,21.0
2187,48.76,19.0
2188,48.78,27.0
2189,48.8,18.0
2190,48.82,21.0
2191,48.84,25.0
2192,48.86,25.0
2193,48.88,35.0
2194,48.9,24.0
2195,48.92,27.0
2196,48.94,27.0
2197,48.96,21.0
2198,48.98,21.0
2199,49.0,24.0
2200,49.02,25.0
2201,49.04,20.0
2202,49.06,32.0
2203,49.08,28.0
2204,49.1,27.0
2205,49.12,26.0
2206,49.14,30.0
2207,49.16,21.0
2208,49.18,24.0
2209,49.2,33.0
2210,49.22,28.0
2211,49.24,46.0
2212,49.26,33.0
2213,49.28,45.0
2214,49.3,39.0
2215,49.32,44.0
2216,49.34,45.0
2217,49.36,36.0
2218,49.38,50.0
2219,49.4,42.0
2220,49.42,44.0
2221,49.44,52.0
2222,49.46,58.0
2223,49.48,52.0
2224,49.5,43.0
2225,49.52,54.0
2226,49.54,43.0
2227,49.56,47.0
2228,49.58,54.0
2229,49.6,44.0
2230,49.62,39.0
2231,49.64,38.0
2232,49.66,45.0
2233,49.68,42.0
2234,49.7,61.0
2235,49.72,53.0
2236,49.74,54.0
2237,49.76,57.0
2238,49.78,52.0
2239,49.8,38.0
2240,49.82,54.0
2241,49.84,54.0
2242,49.86,71.0
2243,49.88,65.0
2244,49.9,78.0
2245,49.92,64.0
2246,49.94,74.0
2247,49.96,94.0
2248,49.98,120.0
2249,50.0,173.0
2250,50.02,238.0
2251,50.04,376.0
2252,50.06,673.0
2253,50.08,1120.0
2254,50.1,1300.0
2255,50.12,1247.0
2256,50.14,885.0
2257,50.16,503.0
2258,50.18,383.0
2259,50.2,445.0
2260,50.22,652.0
2261,50.24,660.0
2262,50.26,604.0
2263,50.28,328.0
2264,50.3,170.0
2265,50.32,120.0
2266,50.34,70.0
2267,50.36,72.0
2268,50.38,56.0
2269,50.4,54.0
2270,50.42,51.0
2271,50.44,29.0
2272,50.46,48.0
2273,50.48,48.0
2274,50.5,36.0
2275,50.52,28.0
2276,50.54,42.0
2277,50.56,37.0
2278,50.58,35.0
2279,50.6,36.0
2280,50.62,30.0
2281,50.64,35.0
2282,50.66,18.0
2283,50.68,35.0
2284,50.7,38.0
2285,50.72,36.0
2286,50.74,31.0
2287,50.76,25.0
2288,50.78,19.0
2289,50.8,32.0
2290,50.82,21.0
2291,50.84,20.0
2292,50.86,24.0
2293,50.88,31.0
2294,50.9,24.0
2295,50.92,27.0
2296,50.94,27.0
2297,50.96,25.0
2298,50.98,21.0
2299,51.0,16.0
2300,51.02,22.0
2301,51.04,22.0
2302,51.06,20.0
2303,51.08,25.0
2304,51.1,19.0
2305,51.12,23.0
2306,51.14,28.0
2307,51.16,22.0
2308,51.18,26.0
2309,51.2,23.0
2310,51.22,14.0
2311,51.24,23.0
2312,51.26,23.0
2313,51.28,15.0
2314,51.3,25.0
2315,51.32,21.0
2316,51.34,17.0
2317,51.36,27.0
2318,51.38,24.0
2319,51.4,25.0
2320,51.42,21.0
2321,51.44,26.0
2322,51.46,19.0
2323,51.48,30.0
2324,51.5,17.0
2325,51.52,19.0
2326,51.54,21.0
2327,51.56,16.0
2328,51.58,20.0
2329,51.6,16.0
2330,51.62,23.0
2331,51.64,18.0
2332,51.66,19.0
2333,51.68,26.0
2334,51.7,23.0
2335,51.72,23.0
2336,51.74,16.0
2337,51.76,15.0
2338,51.78,22.0
2339,51.8,22.0
2340,51.82,14.0
2341,51.84,32.0
2342,51.86,26.0
2343,51.88,19.0
2344,51.9,26.0
2345,51.92,14.0
2346,51.94,22.0
2347,51.96,18.0
2348,51.98,22.0
2349,52.0,29.0
2350,52.02,21.0
2351,52.04,24.0
2352,52.06,11.0
2353,52.08,17.0
2354,52.1,14.0
2355,52.12,21.0
2356,52.14,28.0
2357,52.16,19.0
2358,52.18,29.0
2359,52.2,21.0
2360,52.22,27.0
2361,52.24,19.0
2362,52.26,20.0
2363,52.28,16.0
2364,52.3,19.0
2365,52.32,21.0
2366,52.34,29.0
2367,52.36,16.0
2368,52.38,15.0
2369,52.4,19.0
2370,52.42,14.0
2371,52.44,17.0
2372,52.46,17.0
2373,52.48,17.0
2374,52.5,20.0
2375,52.52,12.0
2376,52.54,26.0
2377,52.56,21.0
2378,52.58,25.0
2379,52.6,21.0
2380,52.62,16.0
2381,52.64,24.0
2382,52.66,26.0
2383,52.68,21.0
2384,52.7,26.0
2385,52.72,17.0
2386,52.74,24.0
2387,52.76,21.0
2388,52.78,14.0
2389,52.8,15.0
2390,52.82,27.0
2391,52.84,25.0
2392,52.86,25.0
2393,52.88,17.0
2394,52.9,16.0
2395,52.92,19.0
2396,52.94,18.0
2397,52.96,22.0
2398,52.98,23.0
2399,53.0,25.0
2400,53.02,16.0
2401,53.04,13.0
2402,53.06,18.0
2403,53.08,25.0
2404,53.1,19.0
2405,53.12,19.0
2406,53.14,25.0
2407,53.16,16.0
2408,53.18,21.0
2409,53.2,24.0
2410,53.22,25.0
2411,53.24,21.0
2412,53.26,25.0
2413,53.28,18.0
2414,53.3,17.0
2415,53.32,20.0
2416,53.34,23.0
2417,53.36,16.0
2418,53.38,20.0
2419,53.4,22.0
2420,53.42,15.0
2421,53.44,22.0
2422,53.46,21.0
2423,53.48,25.0
2424,53.5,26.0
2425,53.52,17.0
2426,53.54,11.0
2427,53.56,17.0
2428,53.58,18.0
2429,53.6,19.0
2430,53.62,21.0
2431,53.64,24.0
2432,53.66,17.0
2433,53.68,19.0
2434,53.7,23.0
2435,53.72,21.0
2436,53.74,22.0
2437,53.76,13.0
2438,53.78,14.0
2439,53.8,20.0
2440,53.82,25.0
2441,53.84,21.0
2442,53.86,17.0
2443,53.88,19.0
2444,53.9,18.0
2445,53.92,24.0
2446,53.94,13.0
2447,53.96,17.0
2448,53.98,24.0
2449,54.0,24.0
2450,54.02,16.0
2451,54.04,23.0
2452,54.06,17.0
2453,54.08,20.0
2454,54.1,23.0
2455,54.12,22.0
2456,54.14,18.0
2457,54.16,23.0
2458,54.18,23.0
2459,54.2,31.0
2460,54.22,19.0
2461,54.24,22.0
2462,54.26,29.0
2463,54.28,26.0
2464,54.3,13.0
2465,54.32,12.0
2466,54.34,20.0
2467,54.36,16.0
2468,54.38,19.0
2469,54.4,24.0
2470,54.42,26.0
2471,54.44,26.0
2472,54.46,22.0
2473,54.48,38.0
2474,54.5,16.0
2475,54.52,35.0
2476,54.54,23.0
2477,54.56,22.0
2478,54.58,29.0
2479,54.6,20.0
2480,54.62,33.0
2481,54.64,36.0
2482,54.66,27.0
2483,54.68,41.0
2484,54.7,40.0
2485,54.72,65.0
2486,54.74,79.0
2487,54.76,88.0
2488,54.78,116.0
2489,54.8,171.0
2490,54.82,307.0
2491,54.84,363.0
2492,54.86,267.0
2493,54.88,176.0
2494,54.9,112.0
2495,54.92,109.0
2496,54.94,128.0
2497,54.96,146.0
2498,54.98,159.0
2499,55.0,180.0
2500,55.02,137.0
2501,55.04,79.0
2502,55.06,50.0
2503,55.08,38.0
2504,55.1,35.0
2505,55.12,33.0
2506,55.14,36.0
2507,55.16,26.0
2508,55.18,32.0
2509,55.2,39.0
2510,55.22,47.0
2511,55.24,69.0
2512,55.26,72.0
2513,55.28,102.0
2514,55.3,99.0
2515,55.32,85.0
2516,55.34,46.0
2517,55.36,42.0
2518,55.38,55.0
2519,55.4,41.0
2520,55.42,54.0
2521,55.44,61.0
2522,55.46,62.0
2523,55.48,38.0
2524,55.5,35.0
2525,55.52,30.0
2526,55.54,39.0
2527,55.56,26.0
2528,55.58,26.0
2529,55.6,29.0
2530,55.62,16.0
2531,55.64,28.0
2532,55.66,18.0
2533,55.68,18.0
2534,55.7,23.0
2535,55.72,23.0
2536,55.74,22.0
2537,55.76,24.0
2538,55.78,19.0
2539,55.8,18.0
2540,55.82,21.0
2541,55.84,24.0
2542,55.86,26.0
2543,55.88,24.0
2544,55.9,24.0
2545,55.92,23.0
2546,55.94,17.0
2547,55.96,14.0
2548,55.98,14.0
2549,56.0,21.0
2550,56.02,30.0
2551,56.04,22.0
2552,56.06,29.0
2553,56.08,19.0
2554,56.1,21.0
2555,56.12,15.0
2556,56.14,14.0
2557,56.16,17.0
2558,56.18,22.0
2559,56.2,10.0
2560,56.22,18.0
2561,56.24,23.0
2562,56.26,13.0
2563,56.28,20.0
2564,56.3,17.0
2565,56.32,22.0
2566,56.34,16.0
2567,56.36,20.0
2568,56.38,23.0
2569,56.4,25.0
2570,56.42,26.0
2571,56.44,23.0
2572,56.46,17.0
2573,56.48,21.0
2574,56.5,21.0
2575,56.52,16.0
2576,56.54,33.0
2577,56.56,25.0
2578,56.58,25.0
2579,56.6,19.0
2580,56.62,18.0
2581,56.64,16.0
2582,56.66,27.0
2583,56.68,20.0
2584,56.7,20.0
2585,56.72,25.0
2586,56.74,21.0
2587,56.76,21.0
2588,56.78,25.0
2589,56.8,31.0
2590,56.82,13.0
2591,56.84,25.0
2592,56.86,23.0
2593,56.88,28.0
2594,56.9,18.0
2595,56.92,22.0
2596,56.94,18.0
2597,56.96,18.0
2598,56.98,14.0
2599,57.0,13.0
2600,57.02,20.0
2601,57.04,14.0
2602,57.06,14.0
2603,57.08,16.0
2604,57.1,17.0
2605,57.12,26.0
2606,57.14,16.0
2607,57.16,22.0
2608,57.18,43.0
2609,57.2,26.0
2610,57.22,30.0
2611,57.24,21.0
2612,57.26,20.0
2613,57.28,20.0
2614,57.3,14.0
2615,57.32,26.0
2616,57.34,16.0
2617,57.36,26.0
2618,57.38,28.0
2619,57.4,21.0
2620,57.42,18.0
2621,57.44,28.0
2622,57.46,26.0
2623,57.48,26.0
2624,57.5,21.0
2625,57.52,20.0
2626,57.54,16.0
2627,57.56,19.0
