11.041611	27.000000
11.061616	31.000000
11.081621	24.000000
11.101627	20.000000
11.121632	12.000000
11.141637	22.000000
11.161643	24.000000
11.181648	20.000000
11.201653	22.000000
11.221659	38.000000
11.241664	26.000000
11.261669	27.000000
11.281675	21.000000
11.301680	13.000000
11.321685	20.000000
11.341691	25.000000
11.361696	27.000000
11.381701	14.000000
11.401707	20.000000
11.421712	25.000000
11.441717	28.000000
11.461723	17.000000
11.481728	19.000000
11.501733	22.000000
11.521739	18.000000
11.541744	21.000000
11.561749	23.000000
11.581755	27.000000
11.601760	18.000000
11.621765	26.000000
11.641771	22.000000
11.661776	19.000000
11.681781	18.000000
11.701787	17.000000
11.721792	23.000000
11.741797	26.000000
11.761803	15.000000
11.781808	20.000000
11.801813	25.000000
11.821819	25.000000
11.841824	29.000000
11.861829	15.000000
11.881835	35.000000
11.901840	33.000000
11.921845	18.000000
11.941851	13.000000
11.961856	29.000000
11.981861	18.000000
12.001867	16.000000
12.021872	23.000000
12.041877	31.000000
12.061883	30.000000
12.081888	25.000000
12.101893	29.000000
12.121899	14.000000
12.141904	15.000000
12.161909	20.000000
12.181915	24.000000
12.201920	21.000000
12.221925	16.000000
12.241931	15.000000
12.261936	20.000000
12.281941	26.000000
12.301947	18.000000
12.321952	25.000000
12.341957	19.000000
12.361963	22.000000
12.381968	21.000000
12.401973	22.000000
12.421979	28.000000
12.441984	19.000000
12.461989	19.000000
12.481995	34.000000
12.502000	26.000000
12.522005	31.000000
12.542011	15.000000
12.562016	21.000000
12.582021	22.000000
12.602027	16.000000
12.622032	19.000000
12.642037	20.000000
12.662043	27.000000
12.682048	28.000000
12.702053	14.000000
12.722059	21.000000
12.742064	25.000000
12.762069	19.000000
12.782075	15.000000
12.802080	23.000000
12.822085	17.000000
12.842091	26.000000
12.862096	24.000000
12.882101	23.000000
12.902107	15.000000
12.922112	19.000000
12.942117	12.000000
12.962123	21.000000
12.982128	17.000000
13.002133	16.000000
13.022139	16.000000
13.042144	27.000000
13.062149	19.000000
13.082155	21.000000
13.102160	22.000000
13.122165	23.000000
13.142171	20.000000
13.162176	26.000000
13.182181	19.000000
13.202187	26.000000
13.222192	19.000000
13.242197	19.000000
13.262203	16.000000
13.282208	22.000000
13.302213	14.000000
13.322219	26.000000
13.342224	26.000000
13.362229	25.000000
13.382235	27.000000
13.402240	18.000000
13.422245	36.000000
13.442251	19.000000
13.462256	17.000000
13.482261	20.000000
13.502267	16.000000
13.522272	18.000000
13.542277	22.000000
13.562283	16.000000
13.582288	23.000000
13.602293	24.000000
13.622299	24.000000
13.642304	30.000000
13.662309	36.000000
13.682315	12.000000
13.702320	21.000000
13.722325	24.000000
13.742331	20.000000
13.762336	19.000000
13.782341	23.000000
13.802347	17.000000
13.822352	17.000000
13.842357	28.000000
13.862363	28.000000
13.882368	20.000000
13.902373	27.000000
13.922379	25.000000
13.942384	25.000000
13.962389	33.000000
13.982395	21.000000
14.002400	27.000000
14.022405	23.000000
14.042411	22.000000
14.062416	14.000000
14.082421	25.000000
14.102427	15.000000
14.122432	21.000000
14.142437	27.000000
14.162443	23.000000
14.182448	22.000000
14.202453	22.000000
14.222459	13.000000
14.242464	23.000000
14.262469	20.000000
14.282475	18.000000
14.302480	24.000000
14.322485	19.000000
14.342491	16.000000
14.362496	24.000000
14.382501	18.000000
14.402507	19.000000
14.422512	18.000000
14.442517	15.000000
14.462523	18.000000
14.482528	19.000000
14.502533	18.000000
14.522539	17.000000
14.542544	19.000000
14.562549	17.000000
14.582555	25.000000
14.602560	22.000000
14.622565	24.000000
14.642571	18.000000
14.662576	23.000000
14.682581	18.000000
14.702587	25.000000
14.722592	21.000000
14.742597	13.000000
14.762603	19.000000
14.782608	22.000000
14.802613	20.000000
